,Player,Squad,Age,Born,90s,GA,GA90,SoTA,Saves,Save%,CS,CS%,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,contract_expiration_date,market_value_in_eur
286,Justin Bijlow,Feyenoord,24,98,25.0,19,0.76,77,59,75.3,12,48.0,Eredivisie,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,6,0,Goalkeeper,81.1,16016,11430,99.3,98.4,50.3,0,0.0,0.0,0.0,0,11,0,0,0,2.28,57,19,+38,+1.52,+0.08,45.4,22.3,+23.1,+0.92,-0.46,justin-bijlow98,Netherlands,Goalkeeper,right,188.0,6/30/25 0:00,13000000
287,Jan de Boer,Groningen,22,00,2.5,12,4.78,31,19,64.5,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Goalkeeper,32.1,1018,923,100.0,87.5,20.3,0,0.0,0.0,0.0,0,1,0,0,0,1.00,4,12,-8,-3.19,-2.04,2.2,9.0,-6.9,-2.73,-1.98,jan-de-boer00,Netherlands,Goalkeeper,right,199.0,6/30/23 0:00,25000
288,Mattijs Branderhorst,NEC Nijmegen,28,93,2.0,2,1.00,5,3,80.0,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,55.6,1208,1002,100.0,100.0,40.4,0,0.0,0.0,0.0,0,0,0,0,0,0.50,1,2,-1,-0.50,-0.44,4.0,2.4,+1.6,+0.80,+0.98,mattijs-branderhorst93,Netherlands,Goalkeeper,right,192.0,6/30/23 0:00,600000
289,Joel Castro Pereira,RKC Waalwijk,26,96,2.0,9,4.50,20,11,60.0,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Goalkeeper,74.4,1428,891,100.0,100.0,42.9,0,0.0,0.0,0.0,0,0,0,0,0,0.00,1,9,-8,-4.00,-3.81,1.6,5.5,-3.9,-1.96,-1.50,joel-castro-pereira96,Switzerland,Goalkeeper,right,189.0,6/30/23 0:00,300000
290,Jasper Cillessen,NEC Nijmegen,33,89,32.0,43,1.34,178,136,77.5,9,28.1,Eredivisie,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,13,3,Goalkeeper,66.2,22052,17488,98.2,97.7,43.8,0,0.0,0.1,0.0,0,17,0,0,2,1.19,41,43,-2,-0.06,+0.44,44.2,49.9,-5.7,-0.18,-0.98,jasper-cillessen89,Netherlands,Goalkeeper,right,187.0,6/30/25 0:00,3000000
291,Jeffrey De Lange,Go Ahead Eag,24,98,34.0,56,1.65,172,117,68.6,8,23.5,Eredivisie,0,0,0,0,0,0,0,,0,1,0,1,0,0,9,1,Goalkeeper,71.8,26369,20494,99.0,98.7,49.0,0,0.0,0.1,0.0,1,30,0,0,0,1.18,46,56,-10,-0.29,,45.0,48.4,-3.4,-0.10,,jeffrey-de-lange98,Netherlands,Goalkeeper,right,190.0,6/30/25 0:00,650000
292,Mickey van der Hart,Emmen,28,94,25.0,44,1.76,122,78,65.6,6,24.0,Eredivisie,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,4,0,Goalkeeper,65.2,15806,11847,98.6,97.6,38.8,0,0.0,0.0,0.0,0,8,0,0,0,0.92,26,44,-18,-0.72,+0.84,28.2,41.9,-13.7,-0.55,-0.14,mickey-van-der-hart94,Netherlands,Goalkeeper,left,188.0,6/30/23 0:00,600000
293,Joel Drommel,PSV Eindhoven,25,96,4.0,5,1.25,15,12,66.7,1,25.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,64.2,2499,2076,100.0,100.0,45.6,0,0.0,0.0,0.0,1,7,0,0,0,2.50,11,5,+6,+1.50,+0.07,10.7,3.7,+7.0,+1.76,+0.35,joel-drommel96,Netherlands,Goalkeeper,right,192.0,6/30/26 0:00,3000000
294,Stijn van Gassel,Excelsior,25,96,33.7,71,2.11,239,170,70.7,8,23.5,Eredivisie,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,17,2,Goalkeeper,63.4,26443,20594,99.2,97.2,44.8,0,0.0,0.1,0.0,0,26,0,0,0,0.94,31,71,-40,-1.19,-4.40,33.3,66.5,-33.3,-0.99,-5.32,stijn-van-gassel96,Netherlands,Goalkeeper,left,186.0,6/30/24 0:00,850000
295,Jeroen Houwen,Vitesse,26,96,2.2,8,3.71,14,6,42.9,1,50.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,Goalkeeper,72.7,1136,811,100.0,96.0,32.1,0,0.0,0.0,0.0,0,1,0,0,0,1.00,4,8,-4,-1.86,-1.82,3.2,4.0,-0.8,-0.36,-0.50,jeroen-houwen96,Netherlands,Goalkeeper,right,188.0,6/30/23 0:00,300000
296,Fabian de Keijzer,Utrecht,22,00,2.0,0,0.00,6,6,100.0,2,100.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,54.0,901,773,100.0,100.0,36.1,0,0.0,0.0,0.0,0,0,0,0,0,2.00,1,0,+1,+0.50,+0.38,2.6,1.5,+1.1,+0.54,+0.45,fabian-de-keijzer00,Netherlands,Goalkeeper,right,193.0,6/30/24 0:00,800000
297,Barry Lauwers,Volendam,22,99,1.0,0,0.00,1,1,100.0,1,100.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,52.8,893,855,100.0,80.0,46.7,0,0.0,0.0,0.0,0,2,0,0,0,3.00,2,0,+2,+2.00,+2.94,1.5,1.0,+0.5,+0.49,+1.14,barry-lauwers99,Netherlands,Goalkeeper,left,187.0,6/30/23 0:00,175000
298,Peter Leeuwenburgh,Groningen,28,94,7.5,14,1.87,42,28,71.4,1,12.5,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Goalkeeper,58.6,5054,3971,100.0,97.0,34.7,0,0.0,0.0,0.0,0,5,0,0,0,0.25,6,14,-8,-1.07,+0.29,8.2,13.4,-5.1,-0.68,+0.27,peter-leeuwenburgh94,Netherlands,Goalkeeper,right,196.0,6/30/23 0:00,500000
299,Brett Minnema,Cambuur,20,02,1.0,4,4.00,5,1,20.0,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,63.4,905,669,100.0,90.0,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0.00,1,4,-3,-3.00,-1.79,2.0,1.2,+0.9,+0.85,+1.51,brett-minnema02,Netherlands,Goalkeeper,,192.0,6/30/24 0:00,25000
300,Xavier Mous,Heerenveen,26,95,16.0,34,2.12,77,43,59.7,2,12.5,Eredivisie,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,6,0,Goalkeeper,65.0,9951,7375,100.0,99.4,40.5,0,0.0,0.0,0.0,0,2,0,0,0,1.00,23,34,-11,-0.69,-0.97,22.3,30.0,-7.8,-0.49,-0.54,xavier-mous95,Netherlands,Goalkeeper,right,188.0,6/30/23 0:00,450000
301,Andries Noppert,Heerenveen,28,94,18.0,16,0.89,67,51,77.6,7,38.9,Eredivisie,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,6,1,Goalkeeper,70.9,14000,10216,98.7,97.9,48.0,1,0.6,0.0,+0.4,1,3,0,0,0,1.50,21,16,+5,+0.28,+0.96,21.8,20.6,+1.2,+0.07,+0.56,andries-noppert94,Netherlands,Goalkeeper,left,203.0,6/30/24 0:00,5000000
302,Eric Oelschlägel,Emmen,26,95,9.0,21,2.33,42,22,50.0,1,11.1,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Goalkeeper,70.0,6790,4664,100.0,99.3,41.5,0,0.0,0.0,0.0,0,4,0,0,1,0.56,7,21,-14,-1.56,-0.84,8.5,12.1,-3.7,-0.41,+0.14,eric-oelschlagel95,Germany,Goalkeeper,right,193.0,6/30/24 0:00,500000
303,Nick Olij,Sparta R'dam,26,95,32.0,34,1.06,151,117,78.8,14,43.8,Eredivisie,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,14,5,Goalkeeper,71.4,31409,23652,99.0,98.5,54.2,1,0.2,0.5,+0.8,2,62,1,0,0,1.64,56,34,+22,+0.69,+0.19,39.0,45.9,-6.9,-0.22,-0.82,nick-olij95,Netherlands,Goalkeeper,right,188.0,6/30/26 0:00,2000000
304,Yanick van Osch,Fortuna Sittard,25,97,3.0,10,3.33,19,9,47.4,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,62.7,2858,2366,100.0,100.0,50.0,0,0.0,0.0,0.0,0,5,0,0,0,0.00,3,10,-7,-2.33,-1.82,3.0,4.5,-1.5,-0.51,+0.21,yanick-van-osch97,Netherlands,Goalkeeper,right,183.0,6/30/23 0:00,600000
305,Ivor Pandur,Fortuna Sittard,22,00,31.0,52,1.68,165,115,70.3,7,22.6,Eredivisie,1,1,1,0,0,0,2,0.0,2,2,0,2,2,3,15,0,Goalkeeper,68.8,27593,21557,100.0,97.4,51.5,0,0.0,0.1,0.0,1,29,0,0,0,1.16,36,52,-16,-0.52,+1.82,33.4,55.7,-22.3,-0.72,-0.21,ivor-pandur00,Croatia,Goalkeeper,right,187.0,6/30/23 0:00,1500000
306,Remko Pasveer,Ajax,38,83,15.0,18,1.20,50,32,64.0,4,26.7,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Goalkeeper,79.9,11746,8792,99.0,98.8,51.7,0,0.0,0.0,0.0,0,14,1,0,1,2.07,45,18,+27,+1.80,+0.69,37.5,12.8,+24.7,+1.65,+0.40,remko-pasveer83,Netherlands,Goalkeeper,right,187.0,6/30/24 0:00,250000
307,Daan Reiziger,Vitesse,21,01,6.4,11,1.72,24,13,58.3,2,33.3,Eredivisie,2,0,2,0,0,1,1,100.0,0,0,0,0,1,3,6,0,Goalkeeper,48.3,3509,2843,88.2,100.0,33.3,0,0.0,0.0,0.0,0,5,1,0,0,1.50,11,11,0,0.00,+0.18,8.1,9.5,-1.4,-0.22,-0.41,daan-reiziger01,Netherlands,Goalkeeper,right,187.0,6/30/24 0:00,350000
308,Robbin Ruiter,Cambuur,35,87,16.0,37,2.31,99,64,65.7,3,18.8,Eredivisie,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,16,1,Goalkeeper,66.8,14393,11277,100.0,99.5,44.9,0,0.0,0.0,0.0,0,7,0,0,0,0.63,16,37,-21,-1.31,-0.09,19.9,32.3,-12.5,-0.78,-0.32,robbin-ruiter87,Netherlands,Goalkeeper,right,196.0,6/30/23 0:00,350000
309,Gerónimo Rulli,Ajax,30,92,19.0,20,1.05,64,44,70.3,7,36.8,Eredivisie,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,8,0,Goalkeeper,85.9,17571,11260,99.5,98.5,59.7,0,0.5,0.1,-0.5,1,9,1,0,0,2.00,41,20,+21,+1.11,-0.69,41.3,17.7,+23.6,+1.24,-0.40,geronimo-rulli92,Argentina,Goalkeeper,right,189.0,6/30/26 0:00,10000000
310,Mathew Ryan,AZ Alkmaar,30,92,18.0,18,1.00,45,27,66.7,7,38.9,Eredivisie,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Goalkeeper,71.7,12267,8544,98.4,97.6,49.1,0,0.0,0.0,0.0,0,8,0,0,1,1.89,40,18,+22,+1.22,+0.53,30.5,20.7,+9.7,+0.54,+0.11,mathew-ryan92,Australia,Goalkeeper,right,184.0,6/30/24 0:00,4000000
311,Kjell Scherpen,Vitesse,22,00,25.4,31,1.22,97,66,68.0,6,23.1,Eredivisie,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,17,6,Goalkeeper,64.1,18804,14281,100.0,98.0,43.7,0,0.0,0.1,0.0,0,17,0,0,0,1.19,30,31,-1,-0.04,+0.43,32.5,26.7,+5.8,+0.23,+0.49,kjell-scherpen00,Netherlands,Goalkeeper,right,206.0,6/30/23 0:00,2000000
312,Youri Schoonderwaldt,Sparta R'dam,22,00,2.0,3,1.50,7,4,57.1,0,0.0,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,82.6,1086,888,100.0,100.0,63.6,0,0.0,0.0,0.0,0,0,0,0,0,2.00,4,3,+1,+0.50,-0.19,2.5,1.3,+1.2,+0.60,+0.82,youri-schoonderwaldt00,Netherlands,Goalkeeper,left,195.0,6/30/24 0:00,100000
313,Filip Stankovic,Volendam,20,02,33.0,71,2.15,203,134,66.0,4,12.1,Eredivisie,5,4,5,0,0,5,9,55.6,4,0,0,0,1,6,20,2,Goalkeeper,56.4,21997,18172,99.2,97.1,38.3,0,0.0,0.5,0.0,1,19,0,0,1,1.00,40,71,-31,-0.94,-2.94,41.0,62.7,-21.7,-0.66,-1.14,filip-stankovic02,Italy,Goalkeeper,right,187.0,6/30/23 0:00,1000000
314,Etienne Vaessen,RKC Waalwijk,27,95,32.0,55,1.72,188,132,72.9,6,18.8,Eredivisie,4,1,4,0,0,4,4,100.0,0,0,0,0,1,5,14,2,Goalkeeper,64.8,23439,18195,97.8,96.8,42.0,0,0.0,0.1,0.0,2,21,0,0,0,1.28,49,55,-6,-0.19,+3.81,43.9,58.5,-14.6,-0.46,+1.50,etienne-vaessen95,Netherlands,Goalkeeper,right,189.0,6/30/24 0:00,800000
315,Hobie Verhulst,AZ Alkmaar,29,93,16.0,17,1.06,51,33,68.6,5,31.3,Eredivisie,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,2,Goalkeeper,63.1,10765,8555,100.0,99.4,37.8,0,0.0,0.0,0.0,0,9,0,0,0,2.06,28,17,+11,+0.69,-0.53,25.0,18.1,+6.8,+0.43,-0.11,hobie-verhulst93,Netherlands,Goalkeeper,left,192.0,6/30/25 0:00,650000
316,Michael Verrips,Groningen,25,96,24.0,49,2.04,119,70,62.2,3,12.5,Eredivisie,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,13,2,Goalkeeper,67.4,20174,14819,97.5,98.4,45.4,0,0.0,0.1,0.0,0,17,0,0,1,0.54,21,49,-28,-1.17,+0.43,21.4,39.9,-18.5,-0.77,+0.43,michael-verrips96,Netherlands,Goalkeeper,right,196.0,6/30/23 0:00,800000
317,João Virgínia,Cambuur,22,99,17.0,28,1.65,103,76,75.7,4,23.5,Eredivisie,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,3,Goalkeeper,66.4,13935,11074,100.0,96.4,45.9,0,0.2,0.1,-0.2,1,15,0,0,0,0.53,9,28,-19,-1.12,+0.29,19.3,28.4,-9.1,-0.53,+0.15,joao-virginia99,Portugal,Goalkeeper,right,192.0,6/30/23 0:00,700000
318,Timon Wellenreuther,Feyenoord,26,95,9.0,11,1.22,26,15,57.7,1,11.1,Eredivisie,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Goalkeeper,83.1,5104,3546,100.0,100.0,49.5,0,0.0,0.0,0.0,0,3,0,0,1,2.78,24,11,+13,+1.44,-0.08,20.1,7.7,+12.5,+1.38,+0.46,timon-wellenreuther95,Germany,Goalkeeper,right,188.0,6/30/23 0:00,1000000
319,Antonio Adán,Sporting CP,35,87,31.0,29,0.94,91,63,72.5,13,41.9,Liga Nos,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,11,0,Goalkeeper,84.1,19974,11984,98.2,99.1,51.8,1,0.1,0.0,+0.9,2,6,0,0,0,2.16,64,29,+35,+1.13,-0.20,64.2,25.6,+38.6,+1.25,+0.29,antonio-adan87,Spain,Goalkeeper,left,190.0,6/30/24 0:00,1500000
320,Andrew,Gil Vicente FC,21,01,23.7,26,1.10,121,95,80.2,7,30.4,Liga Nos,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,14,3,Goalkeeper,80.2,19400,12781,100.0,98.5,54.2,0,0.0,0.0,0.0,0,6,0,0,0,1.13,21,26,-5,-0.21,+0.18,32.4,37.2,-4.8,-0.20,+0.26,andrew01,Brazil,Goalkeeper,right,189.0,6/30/26 0:00,2000000
321,Paulo Vítor Fagundes dos Anjos,Chaves,33,88,30.0,33,1.10,150,117,81.3,9,30.0,Liga Nos,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,33,4,Goalkeeper,73.3,21757,16718,100.0,95.9,51.1,0,0.0,0.1,0.0,2,17,1,0,0,1.43,30,33,-3,-0.10,+0.40,40.2,45.8,-5.6,-0.19,+0.89,paulo-vitor-fagundes-dos-anjos88,Brazil,Goalkeeper,right,195.0,6/30/23 0:00,200000
322,Gabriel Batista,Santa Clara,24,98,26.0,49,1.88,129,82,66.7,4,15.4,Liga Nos,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,0,Goalkeeper,62.4,20379,16495,100.0,97.5,48.4,0,0.1,0.1,-0.1,1,28,1,0,0,0.65,21,49,-28,-1.08,-0.58,28.7,42.3,-13.6,-0.52,-0.16,gabriel-batista98,Brazil,Goalkeeper,right,188.0,6/30/25 0:00,500000
323,Ricardo Batista,Casa Pia,35,86,31.0,31,1.00,131,98,79.4,11,35.5,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,18,1,Goalkeeper,64.4,19333,13921,99.0,98.8,39.1,0,0.0,0.0,0.0,0,15,0,0,0,1.32,27,31,-4,-0.13,+1.54,36.0,44.5,-8.4,-0.27,+0.56,ricardo-batista86,Portugal,Goalkeeper,left,192.0,6/30/23 0:00,100000
324,Celton Biai,Vitória,21,00,5.0,11,2.20,22,12,54.5,1,20.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Goalkeeper,64.5,3006,2225,93.3,96.0,42.7,0,0.0,0.0,0.0,0,3,1,0,0,0.20,3,11,-8,-1.60,-1.70,3.8,7.3,-3.5,-0.71,-0.62,celton-biai00,Portugal,Goalkeeper,right,188.0,6/30/24 0:00,500000
325,Rafael Bracalli,Boavista,41,81,28.0,44,1.57,122,79,67.2,5,17.9,Liga Nos,2,1,2,0,0,1,2,50.0,1,0,0,0,2,4,10,0,Goalkeeper,66.7,16632,12587,100.0,98.1,47.7,0,0.0,0.0,0.0,0,3,0,0,0,1.14,34,44,-10,-0.36,-0.19,34.1,40.4,-6.3,-0.22,-0.11,rafael-bracalli81,Brazil,Goalkeeper,right,185.0,6/30/23 0:00,100000
326,Fabijan Buntić,Vizela,25,97,33.0,37,1.12,133,95,77.4,11,33.3,Liga Nos,0,0,0,0,0,0,0,,0,1,0,1,0,0,19,2,Goalkeeper,71.7,17607,12832,99.4,97.9,45.2,0,0.0,0.3,0.0,0,15,0,0,0,1.21,34,37,-3,-0.09,+0.91,41.8,39.5,+2.3,+0.07,+1.83,fabijan-buntic97,Germany,Goalkeeper,left,194.0,6/30/25 0:00,800000
327,José Carlos Marafona,Paços,35,87,15.8,22,1.39,80,60,72.5,2,12.5,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,4,2,Goalkeeper,66.0,10015,7774,100.0,98.4,47.3,0,0.0,0.0,0.0,1,9,1,0,0,1.31,17,22,-5,-0.32,+1.39,17.1,24.8,-7.7,-0.49,+0.36,jose-carlos-marafona87,Portugal,Goalkeeper,left,190.0,6/30/23 0:00,125000
328,Marcelo Carné,Marítimo,32,90,14.0,24,1.71,68,45,69.1,2,14.3,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,Goalkeeper,72.8,8502,6295,98.4,98.4,42.4,0,0.0,0.0,0.0,0,5,0,0,0,1.14,18,24,-6,-0.43,+0.82,20.8,22.4,-1.6,-0.12,+0.44,marcelo-carne90,Brazil,Goalkeeper,right,188.0,6/30/25 0:00,250000
329,César,Boavista,30,92,5.0,9,1.80,15,6,46.7,1,20.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Goalkeeper,70.4,2403,1632,100.0,100.0,45.5,0,0.0,0.0,0.0,0,0,0,0,0,1.80,5,9,-4,-0.80,-0.56,4.4,6.4,-2.0,-0.40,-0.23,cesar92,Brazil,Goalkeeper,right,192.0,6/30/24 0:00,200000
330,Diogo Costa,Porto,22,99,33.0,22,0.67,79,60,77.2,16,48.5,Liga Nos,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,17,4,Goalkeeper,79.1,28135,19303,99.3,98.5,56.6,0,0.2,0.2,-0.2,2,26,0,0,2,2.48,72,22,+50,+1.52,+0.52,72.8,27.6,+45.1,+1.37,+0.37,diogo-costa99,Switzerland,Goalkeeper,right,186.0,6/30/27 0:00,45000000
331,Ignacio De Arruabarrena,Arouca,25,97,30.0,32,1.07,134,99,79.1,13,43.3,Liga Nos,3,1,3,0,0,2,2,100.0,0,2,0,2,0,3,15,2,Goalkeeper,66.8,20150,15652,99.3,99.3,44.8,1,0.4,0.1,+0.6,3,16,1,0,0,1.70,32,32,0,0.00,+0.25,35.1,45.7,-10.6,-0.35,-0.32,ignacio-de-arruabarrena97,Uruguay,Goalkeeper,right,185.0,6/30/24 0:00,700000
332,Gonçalo Filipe,Chaves,22,00,0.0,0,0.00,0,0,,1,,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,25.0,58,58,,,25.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,+0.15,0.0,0.2,-0.2,-17.68,-17.40,goncalo-filipe00,Portugal,Goalkeeper,right,194.0,6/30/23 0:00,100000
333,João Gonçalves,Boavista,21,00,1.0,1,1.00,6,5,83.3,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Goalkeeper,74.1,384,207,100.0,100.0,12.5,0,0.0,0.0,0.0,0,0,0,0,0,3.00,4,1,+3,+3.00,+3.42,2.2,0.9,+1.3,+1.31,+1.56,joao-goncalves00,Portugal,Goalkeeper,right,188.0,6/30/25 0:00,100000
334,Lukáš Horníček,Braga,20,02,0.2,0,0.00,0,0,,1,,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,80.0,115,104,,100.0,50.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,-1.33,0.3,0.3,0.0,+0.11,-0.46,lukas-hornicek02,Czech Republic,Goalkeeper,right,194.0,6/30/28 0:00,2000000
335,Franco Israel,Sporting CP,22,00,3.0,3,1.00,4,1,25.0,1,33.3,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,91.3,2151,1258,100.0,100.0,62.5,0,0.0,0.0,0.0,0,0,0,0,0,2.33,7,3,+4,+1.33,+0.20,5.7,2.8,+2.9,+0.96,-0.28,franco-israel00,Uruguay,Goalkeeper,right,190.0,6/30/27 0:00,1000000
336,Jhonatan,Rio Ave,31,91,32.0,39,1.22,146,107,73.3,10,31.3,Liga Nos,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,9,6,Goalkeeper,72.7,21574,16646,98.3,96.2,50.2,0,0.1,0.0,-0.1,1,7,0,0,0,1.25,35,39,-4,-0.12,+1.38,33.0,45.5,-12.6,-0.39,-0.19,jhonatan91,Brazil,Goalkeeper,right,190.0,6/30/25 0:00,800000
337,Luiz Lúcio Reis Júnior,Famalicão,21,01,33.0,45,1.36,151,106,74.8,10,30.3,Liga Nos,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,20,2,Goalkeeper,68.8,22466,17347,98.4,96.8,48.6,0,0.1,0.0,-0.1,3,18,0,0,0,1.30,37,45,-8,-0.24,-0.24,36.1,46.4,-10.3,-0.31,-0.18,luiz-lucio-reis-junior01,Brazil,Goalkeeper,left,192.0,6/30/27 0:00,4000000
338,Stanislav Kritsyuk,Gil Vicente FC,31,90,10.3,15,1.45,55,40,74.5,1,9.1,Liga Nos,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0,Goalkeeper,83.5,8814,6021,97.9,99.4,63.3,0,0.0,0.0,0.0,0,0,0,0,0,1.18,11,15,-4,-0.39,-0.18,12.8,17.6,-4.8,-0.46,-0.26,stanislav-kritsyuk90,UdSSR,Goalkeeper,right,192.0,6/30/25 0:00,1500000
339,Daniel Leite,Estoril,24,98,31.7,41,1.29,144,102,76.4,8,25.0,Liga Nos,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,14,1,Goalkeeper,77.2,22845,14076,98.6,98.6,49.7,0,0.0,0.0,0.0,0,9,0,0,2,1.06,30,41,-11,-0.35,+1.85,31.1,49.5,-18.5,-0.58,+2.53,daniel-leite98,Portugal,Goalkeeper,right,189.0,6/30/25 0:00,1500000
340,Magrão,Rio Ave,22,00,2.0,4,2.00,8,5,62.5,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Goalkeeper,82.5,1183,774,100.0,100.0,52.4,0,0.0,0.0,0.0,0,0,0,0,0,0.00,1,4,-3,-1.50,-1.38,2.8,3.2,-0.4,-0.21,+0.19,magrao00,Brazil,Goalkeeper,right,197.0,6/30/24 0:00,100000
341,Giorgi Makaridze,Marítimo,32,90,6.0,11,1.83,20,9,55.0,1,16.7,Liga Nos,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Goalkeeper,74.2,4389,3024,100.0,95.7,47.5,0,0.0,0.0,0.0,0,1,0,0,0,0.50,5,11,-6,-1.00,-0.11,7.1,7.2,-0.2,-0.03,+0.42,giorgi-makaridze90,UdSSR,Goalkeeper,right,194.0,,700000
342,Matheus,Braga,30,92,31.9,28,0.88,109,81,78.0,16,50.0,Liga Nos,2,0,2,0,0,2,4,50.0,2,0,0,0,1,3,19,1,Goalkeeper,76.7,26006,18415,99.4,98.0,52.6,0,0.0,0.1,0.0,0,21,2,0,0,2.34,72,28,+44,+1.38,+0.90,55.1,37.0,+18.1,+0.57,-0.05,matheus92,Brazil,Goalkeeper,right,190.0,6/30/27 0:00,6000000
343,Kosuke Nakamura,Portimonense,27,95,30.0,46,1.53,181,135,75.7,6,20.0,Liga Nos,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,24,2,Goalkeeper,69.6,24625,17954,99.2,98.4,43.7,0,0.0,0.1,0.0,1,22,0,0,1,0.83,19,46,-27,-0.90,-1.90,34.3,52.8,-18.5,-0.62,-1.18,kosuke-nakamura95,Japan,Goalkeeper,right,185.0,6/30/25 0:00,600000
344,Rodrigo Nascimento,Chaves,26,96,4.0,7,1.76,18,9,66.7,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Goalkeeper,64.1,1799,1328,100.0,94.6,35.2,0,0.0,0.0,0.0,0,0,0,0,0,0.75,5,7,-2,-0.50,-0.40,4.7,8.8,-4.1,-1.03,-0.84,rodrigo-nascimento96,Brazil,Goalkeeper,right,198.0,6/30/23 0:00,200000
345,José Oliveira,Paços,20,02,3.0,9,3.00,18,9,55.6,0,0.0,Liga Nos,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Goalkeeper,80.2,1784,1251,100.0,96.9,54.1,0,0.0,0.0,0.0,0,0,0,0,0,0.00,2,9,-7,-2.33,-1.40,2.1,7.6,-5.5,-1.83,-1.26,jose-oliveira02,Portugal,Goalkeeper,right,186.0,6/30/23 0:00,200000
