,player_name,age,fee,transfer_period,season,Squad,player_code
2,Rasmus Kristensen,24.0,13000000.0,Summer,2022/2023,Leeds United,rasmus-kristensen97
4,Luis Sinisterra,23.0,25000000.0,Summer,2022/2023,Leeds United,luis-sinisterra99
5,Brenden Aaronson,21.0,32840000.000000004,Summer,2022/2023,Leeds United,brenden-aaronson00
11,Darko Gyabi,18.0,5800000.0,Summer,2022/2023,Leeds United,darko-gyabi04
21,Wilfried Gnonto,18.0,4500000.0,Summer,2022/2023,Leeds United,degnand-gnonto03
28,Laurens De Bock,29.0,0.0,Summer,2022/2023,Zulte Waregem,laurens-de-bock92
45,James Tarkowski,29.0,0.0,Summer,2022/2023,Everton,james-tarkowski92
52,Conor Coady,29.0,0.0,Summer,2022/2023,Everton,conor-coady93
56,James Garner,21.0,10400000.0,Summer,2022/2023,Everton,james-garner01
57,Neal Maupay,26.0,11800000.0,Summer,2022/2023,Everton,neal-maupay96
58,Dwight McNeil,22.0,24000000.0,Summer,2022/2023,Everton,dwight-mcneil99
61,Cheikhou Kouyaté,32.0,0.0,Summer,2022/2023,Nott'ham Forest,cheikhou-kouyate89
69,Manor Solomon,23.0,0.0,Summer,2022/2023,Fulham,manor-solomon99
72,Daniel James,24.0,0.0,Summer,2022/2023,Fulham,daniel-james97
73,Willian,34.0,0.0,Summer,2022/2023,Fulham,willian88
75,Carlos Vinícius,27.0,5000000.0,Summer,2022/2023,Fulham,carlos-vinicius95
76,Andreas Pereira,26.0,9500000.0,Summer,2022/2023,Fulham,andreas-pereira96
78,Issa Diop,25.0,17800000.0,Summer,2022/2023,Fulham,issa-diop97
79,João Palhinha,26.0,20000000.0,Summer,2022/2023,Fulham,joao-palhinha95
83,João Virgínia,22.0,0.0,Summer,2022/2023,Cambuur,joao-virginia99
84,Jarrad Branthwaite,20.0,0.0,Summer,2022/2023,PSV Eindhoven,jarrad-branthwaite02
102,Gabriel Jesus,25.0,52200000.0,Summer,2022/2023,Arsenal,gabriel-jesus97
103,Raheem Sterling,27.0,56200000.0,Summer,2022/2023,Chelsea,raheem-sterling94
111,Facundo Pellistri,20.0,0.0,Summer,2022/2023,Manchester Utd,facundo-pellistri01
113,Álvaro Fernandez,20.0,0.0,Summer,2022/2023,Manchester Utd,alvaro-fernandez98
119,Dean Henderson,26.0,0.0,Summer,2022/2023,Manchester Utd,dean-henderson97
122,Alejandro Garnacho,18.0,0.0,Summer,2022/2023,Manchester Utd,alejandro-garnacho04
125,Martin Dúbravka,33.0,2310000.0,Summer,2022/2023,Manchester Utd,martin-dubravka89
126,Tyrell Malacia,22.0,15000000.0,Summer,2022/2023,Manchester Utd,tyrell-malacia99
127,Lisandro Martínez,24.0,57370000.0,Summer,2022/2023,Manchester Utd,lisandro-martinez98
128,Casemiro,30.0,70650000.0,Summer,2022/2023,Manchester Utd,casemiro92
129,Antony,22.0,95000000.0,Summer,2022/2023,Manchester Utd,antony00
134,Sadio Mané,30.0,32000000.0,Summer,2022/2023,Bayern Munich,sadio-mane92
139,Fábio Carvalho,19.0,5900000.0,Summer,2022/2023,Liverpool,fabio-carvalho02
143,Takumi Minamino,27.0,15000000.0,Summer,2022/2023,Monaco,takumi-minamino95
146,Wesley Fofana,21.0,80400000.0,Summer,2022/2023,Chelsea,wesley-fofana00
149,Dennis Praet,28.0,0.0,Summer,2022/2023,Leicester City,dennis-praet94
151,Wout Faes,24.0,17000000.0,Summer,2022/2023,Leicester City,wout-faes98
154,Julián Álvarez,22.0,0.0,Summer,2022/2023,Manchester City,julian-alvarez00
155,Sergio Gómez,21.0,13000000.0,Summer,2022/2023,Manchester City,sergio-gomez00
163,Stefan Ortega,29.0,0.0,Summer,2022/2023,Manchester City,stefan-ortega92
165,Ben Davies,26.0,4700000.0,Summer,2022/2023,Rangers,ben-davies93
166,Kalvin Phillips,26.0,49000000.0,Summer,2022/2023,Manchester City,kalvin-phillips95
167,Erling Haaland,21.0,60000000.0,Summer,2022/2023,Manchester City,erling-haaland00
176,Remi Matthews,29.0,0.0,Summer,2022/2023,Crystal Palace,remi-matthews94
178,Marcus Tavernier,23.0,11900000.0,Summer,2022/2023,Bournemouth,marcus-tavernier99
179,Marcos Senesi,25.0,15000000.0,Summer,2022/2023,Bournemouth,marcos-senesi97
187,Joe Rothwell,27.0,0.0,Summer,2022/2023,Bournemouth,joe-rothwell95
193,Matt Targett,26.0,17500000.0,Summer,2022/2023,Newcastle Utd,matt-targett95
197,Ryan Fredericks,29.0,0.0,Summer,2022/2023,Bournemouth,ryan-fredericks92
199,Aaron Hickey,20.0,16500000.0,Summer,2022/2023,Brentford,aaron-hickey02
205,Ben Mee,32.0,0.0,Summer,2022/2023,Brentford,ben-mee89
207,Mikkel Damsgaard,22.0,15000000.0,Summer,2022/2023,Brentford,mikkel-damsgaard00
208,Keane Lewis-Potter,21.0,19000000.0,Summer,2022/2023,Brentford,keane-lewis-potter01
209,Jack Stephens,28.0,0.0,Summer,2022/2023,Bournemouth,jack-stephens94
222,Mattéo Guendouzi,23.0,11000000.0,Summer,2022/2023,Marseille,matteo-guendouzi99
227,Reiss Nelson,22.0,0.0,Summer,2022/2023,Arsenal,reiss-nelson99
231,Bernd Leno,30.0,3600000.0,Summer,2022/2023,Fulham,bernd-leno92
235,Marquinhos,19.0,3500000.0,Summer,2022/2023,Arsenal,marquinhos03
237,Fábio Vieira,22.0,35000000.0,Summer,2022/2023,Arsenal,fabio-vieira00
238,Oleksandr Zinchenko,25.0,35000000.0,Summer,2022/2023,Arsenal,oleksandr-zinchenko96
241,Konstantinos Mavropanos,24.0,3200000.0,Summer,2022/2023,Stuttgart,konstantinos-mavropanos97
248,Jan Bednarek,26.0,0.0,Summer,2022/2023,Aston Villa,jan-bednarek96
251,Robin Olsen,32.0,3500000.0,Summer,2022/2023,Aston Villa,robin-olsen90
252,Philippe Coutinho,30.0,20000000.0,Summer,2022/2023,Aston Villa,philippe-coutinho92
254,Diego Carlos,29.0,31000000.0,Summer,2022/2023,Aston Villa,diego-carlos93
262,Halil Dervisoglu,22.0,0.0,Summer,2022/2023,Brentford,halil-dervisoglu99
265,Armando Broja,20.0,0.0,Summer,2022/2023,Chelsea,armando-broja01
267,Timo Werner,26.0,20000000.0,Summer,2022/2023,RB Leipzig,timo-werner96
273,Conor Gallagher,22.0,0.0,Summer,2022/2023,Chelsea,conor-gallagher00
275,Romelu Lukaku,29.0,8000000.0,Summer,2022/2023,Inter,romelu-lukaku93
278,Carney Chukwuemeka,18.0,18000000.0,Summer,2022/2023,Chelsea,carney-chukwuemeka03
286,Christian Eriksen,30.0,0.0,Summer,2022/2023,Manchester Utd,christian-eriksen92
288,Malcolm Ebiowei,18.0,0.0,Summer,2022/2023,Crystal Palace,malcolm-ebiowei03
289,Sam Johnstone,29.0,0.0,Summer,2022/2023,Crystal Palace,sam-johnstone93
310,Shane Duffy,31.0,0.0,Summer,2022/2023,Brighton,shane-duffy92
313,Levi Colwill,19.0,0.0,Summer,2022/2023,Brighton,levi-colwill03
314,Simon Adingra,20.0,8000000.0,Summer,2022/2023,Brighton,simon-adingra02
315,Billy Gilmour,21.0,10400000.0,Summer,2022/2023,Brighton,billy-gilmour01
316,Julio Enciso,18.0,11600000.0,Summer,2022/2023,Brighton,julio-enciso04
317,Pervis Estupiñán,24.0,17800000.0,Summer,2022/2023,Brighton,pervis-estupinan98
330,Deniz Undav,25.0,0.0,Summer,2022/2023,Brighton,deniz-undav96
332,Steven Alzate,23.0,0.0,Summer,2022/2023,Standard Liège,steven-alzate98
345,Marc Cucurella,24.0,65300000.0,Summer,2022/2023,Chelsea,marc-cucurella98
350,Amadou Onana,20.0,35000000.0,Summer,2022/2023,Everton,amadou-onana01
351,Jesse Lingard,29.0,0.0,Summer,2022/2023,Nott'ham Forest,jesse-lingard92
357,Albert Sambi Lokonga,23.0,0.0,Winter,2022/2023,Crystal Palace,albert-sambi-lokonga99
358,Naouirou Ahamada,20.0,12000000.0,Winter,2022/2023,Crystal Palace,naouirou-ahamada02
363,João Félix,23.0,11000000.0,Winter,2022/2023,Chelsea,joao-felix99
364,David Datro Fofana,20.0,12000000.0,Winter,2022/2023,Chelsea,david-datro-fofana02
366,Malo Gusto,19.0,30000000.0,Winter,2022/2023,Chelsea,malo-gusto03
367,Noni Madueke,20.0,35000000.0,Winter,2022/2023,Chelsea,noni-madueke02
369,Mykhaylo Mudryk,22.0,70000000.0,Winter,2022/2023,Chelsea,mykhailo-mudryk01
371,Ellis Simms,21.0,0.0,Winter,2022/2023,Everton,ellis-simms01
378,Weston McKennie,24.0,1250000.0,Winter,2022/2023,Leeds United,weston-mckennie98
379,Maximilian Wöber,24.0,12000000.0,Winter,2022/2023,Leeds United,maximilian-wober98
380,Georginio Rutter,20.0,28000000.0,Winter,2022/2023,Leeds United,georginio-rutter02
387,Tyrese Francois,22.0,0.0,Winter,2022/2023,Fulham,tyrese-francois00
388,Cédric Soares,31.0,0.0,Winter,2022/2023,Fulham,cedric-soares91
394,Leandro Trossard,28.0,24000000.0,Winter,2022/2023,Arsenal,leandro-trossard94
395,Harry Souttar,24.0,17000000.0,Winter,2022/2023,Leicester City,harry-souttar98
399,Antoine Semenyo,23.0,10250000.0,Winter,2022/2023,Bournemouth,antoine-semenyo00
401,Ilya Zabarnyi,20.0,22700000.0,Winter,2022/2023,Bournemouth,illia-zabarnyi02
409,Bertrand Traoré,27.0,0.0,Winter,2022/2023,Aston Villa,bertrand-traore95
411,Álex Moreno,29.0,13500000.0,Winter,2022/2023,Aston Villa,alex-moreno93
412,Jhon Durán,19.0,16640000.0,Winter,2022/2023,Aston Villa,jhon-duran03
420,Yasin Ayari,19.0,4000000.0,Winter,2022/2023,Brighton,yasin-ayari03
421,Facundo Buonanotte,18.0,6000000.0,Winter,2022/2023,Brighton,facundo-buonanotte04
431,Kevin Schade,21.0,1000000.0,Winter,2022/2023,Brentford,kevin-schade01
438,Victor Kristiansen,20.0,14000000.0,Winter,2022/2023,Leicester City,victor-bernth-kristiansen02
439,Jorginho,31.0,11300000.0,Winter,2022/2023,Arsenal,jorginho91
445,Arnaut Danjuma,25.0,3000000.0,Winter,2022/2023,Tottenham,arnaut-danjuma97
449,James Bree,25.0,0.0,Winter,2022/2023,Southampton,james-bree97
451,Mislav Orsic,30.0,5750000.0,Winter,2022/2023,Southampton,mislav-orsic92
452,Carlos Alcaraz,20.0,13650000.0,Winter,2022/2023,Southampton,carlos-alcaraz02
453,Paul Onuachu,28.0,18000000.0,Winter,2022/2023,Southampton,paul-onuachu94
459,Danny Ings,30.0,12000000.0,Winter,2022/2023,West Ham,danny-ings92
460,Craig Dawson,32.0,3750000.0,Winter,2022/2023,Wolves,craig-dawson90
466,Fábio Silva,20.0,0.0,Winter,2022/2023,PSV Eindhoven,fabio-silva02
473,Ki-Jana Hoever,21.0,0.0,Winter,2022/2023,Wolves,ki-jana-hoever02
475,Daniel Bentley,29.0,0.0,Winter,2022/2023,Wolves,daniel-bentley93
477,Pablo Sarabia,30.0,5000000.0,Winter,2022/2023,Wolves,pablo-sarabia92
479,João Gomes,21.0,18700000.0,Winter,2022/2023,Wolves,joao-gomes01
483,Tetê,22.0,0.0,Winter,2022/2023,Leicester City,tete00
487,Kobbie Mainoo,17.0,0.0,Winter,2022/2023,Manchester Utd,kobbie-mainoo05
490,Wout Weghorst,30.0,2960000.0,Winter,2022/2023,Manchester Utd,wout-weghorst92
495,Diego Rosa,20.0,0.0,Winter,2022/2023,Manchester City,diego-rosa02
496,Máximo Perrone,20.0,11000000.0,Winter,2022/2023,Manchester City,maximo-perrone03
498,Cody Gakpo,23.0,42000000.0,Winter,2022/2023,Liverpool,cody-gakpo99
500,Ayoze Pérez,29.0,0.0,Winter,2022/2023,Betis,ayoze-perez93
509,Alex Mighten,20.0,0.0,Winter,2022/2023,Nott'ham Forest,alex-mighten02
510,André Ayew,33.0,0.0,Winter,2022/2023,Nott'ham Forest,andre-ayew89
511,Chris Wood,31.0,0.0,Winter,2022/2023,Nott'ham Forest,chris-wood91
513,Jonjo Shelvey,30.0,0.0,Winter,2022/2023,Nott'ham Forest,jonjo-shelvey92
514,Gustavo Scarpa,28.0,0.0,Winter,2022/2023,Nott'ham Forest,gustavo-scarpa94
515,Danilo,21.0,20000000.0,Winter,2022/2023,Nott'ham Forest,danilo91
516,Anthony Gordon,21.0,45600000.0,Winter,2022/2023,Newcastle Utd,anthony-gordon01
523,Garang Kuol,18.0,0.0,Winter,2022/2023,Newcastle Utd,garang-kuol04
542,Serge Aurier,29.0,0.0,Summer,2022/2023,Nott'ham Forest,serge-aurier92
550,Duje Caleta-Car,25.0,10000000.0,Summer,2022/2023,Southampton,duje-caleta-car96
554,Samuel Edozie,19.0,0.0,Summer,2022/2023,Southampton,samuel-edozie03
556,Juan Larios,18.0,7000000.0,Summer,2022/2023,Southampton,juan-larios04
557,Joe Aribo,25.0,7100000.0,Summer,2022/2023,Southampton,joe-aribo96
559,Roméo Lavia,18.0,12300000.0,Summer,2022/2023,Southampton,romeo-lavia04
561,Sékou Mara,19.0,13000000.0,Summer,2022/2023,Southampton,sekou-mara02
562,Gavin Bazunu,20.0,14000000.0,Summer,2022/2023,Southampton,gavin-bazunu02
569,Wayne Hennessey,35.0,0.0,Summer,2022/2023,Nott'ham Forest,wayne-hennessey87
576,Elliot Anderson,19.0,0.0,Summer,2022/2023,Newcastle Utd,elliot-anderson02
578,Nick Pope,30.0,11500000.0,Summer,2022/2023,Newcastle Utd,nick-pope92
590,Jakub Kiwior,22.0,25000000.0,Winter,2022/2023,Arsenal,jakub-kiwior00
593,Harry Toffolo,26.0,2400000.0,Summer,2022/2023,Nott'ham Forest,harry-toffolo95
594,Orel Mangala,24.0,13000000.0,Summer,2022/2023,Nott'ham Forest,orel-mangala98
597,Renan Lodi,24.0,5000000.0,Summer,2022/2023,Nott'ham Forest,renan-lodi98
599,Remo Freuler,30.0,9000000.0,Summer,2022/2023,Nott'ham Forest,remo-freuler92
600,Lewis O'Brien,23.0,9400000.0,Summer,2022/2023,Nott'ham Forest,lewis-obrien98
602,Moussa Niakhaté,26.0,10000000.0,Summer,2022/2023,Nott'ham Forest,moussa-niakhate96
603,Emmanuel Dennis,24.0,14800000.0,Summer,2022/2023,Nott'ham Forest,emmanuel-dennis97
605,Neco Williams,21.0,20000000.0,Summer,2022/2023,Nott'ham Forest,neco-williams01
607,Morgan Gibbs-White,22.0,29500000.0,Summer,2022/2023,Nott'ham Forest,morgan-gibbs-white00
615,Fraser Forster,34.0,0.0,Summer,2022/2023,Tottenham,fraser-forster88
616,Matheus Nunes,23.0,45000000.0,Summer,2022/2023,Wolves,matheus-nunes98
619,Bruno Jordão,23.0,0.0,Summer,2022/2023,Wolves,bruno-jordao98
620,Boubacar Traoré,21.0,0.0,Summer,2022/2023,Wolves,boubacar-traore01
623,Nathan Collins,21.0,24300000.0,Summer,2022/2023,Wolves,nathan-collins01
624,Gonçalo Guedes,25.0,32600000.0,Summer,2022/2023,Wolves,goncalo-guedes96
628,Nikola Vlasic,24.0,0.0,Summer,2022/2023,Torino,nikola-vlasic97
652,Willy Boly,31.0,2600000.0,Summer,2022/2023,Nott'ham Forest,willy-boly91
654,Leander Dendoncker,27.0,15000000.0,Summer,2022/2023,Aston Villa,leander-dendoncker95
663,Djed Spence,21.0,14700000.0,Summer,2022/2023,Tottenham,djed-spence00
665,Yves Bissouma,25.0,29200000.0,Summer,2022/2023,Tottenham,yves-bissouma96
667,Richarlison,25.0,58000000.0,Summer,2022/2023,Tottenham,richarlison97
677,Flynn Downes,23.0,10650000.0,Summer,2022/2023,West Ham,flynn-downes99
682,Thilo Kehrer,25.0,12000000.0,Summer,2022/2023,West Ham,thilo-kehrer96
684,Emerson,28.0,15400000.0,Summer,2022/2023,West Ham,emerson99
685,Maxwel Cornet,25.0,20700000.0,Summer,2022/2023,West Ham,maxwel-cornet96
686,Nayef Aguerd,26.0,35000000.0,Summer,2022/2023,West Ham,nayef-aguerd96
688,Lucas Paquetá,25.0,42950000.0,Summer,2022/2023,West Ham,lucas-paqueta97
692,Tanguy Ndombélé,25.0,500000.0,Summer,2022/2023,Napoli,tanguy-ndombele96
694,Steven Bergwijn,24.0,31250000.0,Summer,2022/2023,Ajax,steven-bergwijn97
695,Cameron Carter-Vickers,24.0,7000000.0,Summer,2022/2023,Celtic,cameron-carter-vickers97
696,Pape Matar Sarr,19.0,0.0,Summer,2022/2023,Tottenham,pape-matar-sarr02
702,Emirhan Ilkhan,18.0,4500000.0,Summer,2022/2023,Torino,emirhan-ilkhan04
703,Brian Bayeye,22.0,750000.0,Summer,2022/2023,Torino,brian-bayeye00
705,Yann Karamoh,24.0,0.0,Summer,2022/2023,Torino,yann-karamoh98
711,Bremer,25.0,41000000.0,Summer,2022/2023,Juventus,gleison-bremer97
716,Pietro Pellegri,21.0,5000000.0,Summer,2022/2023,Torino,pietro-pellegri01
717,Samuele Ricci,20.0,8500000.0,Summer,2022/2023,Torino,samuele-ricci01
718,Perr Schuurs,22.0,9000000.0,Summer,2022/2023,Torino,perr-schuurs99
728,Ivor Pandur,22.0,0.0,Summer,2022/2023,Fortuna Sittard,ivor-pandur00
736,Abdou Harroui,24.0,3000000.0,Summer,2022/2023,Sassuolo,abdou-harroui98
739,Kristian Thorstvedt,23.0,10000000.0,Summer,2022/2023,Sassuolo,kristian-thorstvedt99
741,Matheus Henrique,24.0,8000000.0,Summer,2022/2023,Sassuolo,matheus-henrique97
742,Emil Konradsen Ceide,20.0,3000000.0,Summer,2022/2023,Sassuolo,emil-ceide01
747,Luca D'Andrea,17.0,0.0,Summer,2022/2023,Sassuolo,luca-dandrea04
750,Gianluca Scamacca,23.0,36000000.0,Summer,2022/2023,West Ham,gianluca-scamacca99
751,Tommaso Pobega,22.0,0.0,Summer,2022/2023,Milan,tommaso-pobega99
759,Marko Pjaca,27.0,0.0,Summer,2022/2023,Juventus,marko-pjaca95
790,Nicolò Cambiaghi,21.0,0.0,Summer,2022/2023,Empoli,nicolo-cambiaghi00
807,Alessandro Cortinovis,21.0,0.0,Summer,2022/2023,Hellas Verona,alessandro-cortinovis01
808,Filippo Terracciano,19.0,0.0,Summer,2022/2023,Hellas Verona,filippo-terracciano03
810,Nicolò Casale,24.0,7000000.0,Summer,2022/2023,Lazio,nicolo-casale98
814,Giovanni Simeone,26.0,10500000.0,Summer,2022/2023,Hellas Verona,giovanni-simeone95
824,Yayah Kallon,21.0,0.0,Summer,2022/2023,Hellas Verona,yayah-kallon01
828,Simone Perilli,27.0,0.0,Summer,2022/2023,Hellas Verona,simone-perilli95
831,Lorenzo Montipò,26.0,1000000.0,Summer,2022/2023,Hellas Verona,lorenzo-montipo96
832,Isak Hien,23.0,3200000.0,Summer,2022/2023,Hellas Verona,isak-hien99
833,Josh Doig,20.0,3600000.0,Summer,2022/2023,Hellas Verona,josh-doig02
834,Martin Hongla,24.0,3700000.0,Summer,2022/2023,Hellas Verona,martin-hongla98
835,Juan Cabal,21.0,4000000.0,Summer,2022/2023,Hellas Verona,juan-david-cabal01
836,Gianluca Caprari,28.0,5000000.0,Summer,2022/2023,Hellas Verona,gianluca-caprari93
837,Thomas Henry,27.0,5000000.0,Summer,2022/2023,Hellas Verona,thomas-henry94
841,Mattias Svanberg,23.0,9000000.0,Summer,2022/2023,Wolfsburg,mattias-svanberg99
845,Antonio Raimondo,18.0,0.0,Summer,2022/2023,Bologna,antonio-raimondo04
858,Charalampos Lykogiannis,28.0,0.0,Summer,2022/2023,Bologna,charalambos-lykogiannis93
861,Joaquín Sosa,20.0,1700000.0,Summer,2022/2023,Bologna,joaquin-sosa02
862,Lewis Ferguson,22.0,3500000.0,Summer,2022/2023,Bologna,lewis-ferguson99
863,Michel Aebischer,25.0,4000000.0,Summer,2022/2023,Bologna,michel-aebischer97
865,Jhon Lucumí,24.0,8000000.0,Summer,2022/2023,Bologna,jhon-lucumi98
866,Joshua Zirkzee,21.0,8500000.0,Summer,2022/2023,Bologna,joshua-zirkzee01
876,Sebastian Walukiewicz,22.0,0.0,Summer,2022/2023,Empoli,sebastian-walukiewicz00
878,Samuele Perisan,24.0,0.0,Summer,2022/2023,Empoli,samuele-perisan97
879,Alberto Grassi,27.0,0.0,Summer,2022/2023,Empoli,alberto-grassi95
886,Koni De Winter,20.0,0.0,Summer,2022/2023,Empoli,koni-de-winter02
887,Jacopo Fazzini,19.0,0.0,Summer,2022/2023,Empoli,jacopo-fazzini03
888,Duccio Degli Innocenti,19.0,0.0,Summer,2022/2023,Empoli,duccio-deglinnocenti03
891,Mattia Destro,31.0,0.0,Summer,2022/2023,Empoli,mattia-destro91
892,Tyronne Ebuehi,26.0,0.0,Summer,2022/2023,Empoli,tyronne-ebuehi95
894,Razvan Marin,26.0,1000000.0,Summer,2022/2023,Empoli,razvan-marin96
895,Petar Stojanovic,26.0,1200000.0,Summer,2022/2023,Empoli,petar-stojanovic95
896,Liberato Cacace,21.0,3000000.0,Summer,2022/2023,Empoli,liberato-cacace00
897,Guglielmo Vicario,25.0,8500000.0,Summer,2022/2023,Empoli,guglielmo-vicario96
904,Andri Fannar Baldursson,20.0,0.0,Summer,2022/2023,NEC Nijmegen,andri-fannar-baldursson02
959,Destiny Udogie,19.0,18000000.0,Summer,2022/2023,Tottenham,destiny-udogie02
960,Nahuel Molina,24.0,20000000.0,Summer,2022/2023,Atlético Madrid,nahuel-molina98
961,Simone Pafundi,16.0,0.0,Summer,2022/2023,Udinese,simone-pafundi06
965,Sandi Lovric,24.0,0.0,Summer,2022/2023,Udinese,sandi-lovric98
966,Festy Ebosele,19.0,0.0,Summer,2022/2023,Udinese,festy-ebosele02
967,Axel Guessand,17.0,0.0,Summer,2022/2023,Udinese,axel-guessand04
968,Kingsley Ehizibue,27.0,1500000.0,Summer,2022/2023,Udinese,kingsley-ehizibue95
969,Leonardo Buta,20.0,2000000.0,Summer,2022/2023,Udinese,leonardo-buta02
972,Enzo Ebosse,23.0,4000000.0,Summer,2022/2023,Udinese,enzo-ebosse99
973,Adam Masina,28.0,5000000.0,Summer,2022/2023,Udinese,adam-masina94
983,Andrea Petagna,27.0,2500000.0,Summer,2022/2023,Monza,andrea-petagna95
984,Sebastiano Luperto,25.0,500000.0,Summer,2022/2023,Empoli,sebastiano-luperto96
997,Kalidou Koulibaly,31.0,38000000.0,Summer,2022/2023,Chelsea,kalidou-koulibaly91
1002,Giacomo Raspadori,22.0,5000000.0,Summer,2022/2023,Napoli,giacomo-raspadori00
1003,Leo Östigard,22.0,5000000.0,Summer,2022/2023,Napoli,leo-skiri-ostigard99
1004,Khvicha Kvaratskhelia,21.0,10000000.0,Summer,2022/2023,Napoli,khvicha-kvaratskhelia01
1006,André Zambo Anguissa,26.0,15000000.0,Summer,2022/2023,Napoli,andre-frank-zambo-anguissa95
1007,Min-jae Kim,25.0,18050000.0,Summer,2022/2023,Napoli,kim-min-jae96
1016,Denis Zakaria,25.0,3000000.0,Summer,2022/2023,Chelsea,denis-zakaria96
1033,Merih Demiral,24.0,20000000.0,Summer,2022/2023,Atalanta,merih-demiral98
1035,Fabio Miretti,18.0,0.0,Summer,2022/2023,Juventus,fabio-miretti03
1036,Matías Soulé,19.0,0.0,Summer,2022/2023,Juventus,matias-soule03
1038,Paul Pogba,29.0,0.0,Summer,2022/2023,Juventus,paul-pogba93
1041,Andrea Cambiaso,22.0,8500000.0,Summer,2022/2023,Juventus,andrea-cambiaso00
1042,Filip Kostic,29.0,12000000.0,Summer,2022/2023,Juventus,filip-kostic92
1047,Sebastiano Esposito,20.0,0.0,Summer,2022/2023,Anderlecht,sebastiano-esposito02
1056,Mattia Caldara,28.0,0.0,Summer,2022/2023,Spezia,mattia-caldara94
1057,Daniel Maldini,20.0,0.0,Summer,2022/2023,Spezia,daniel-maldini01
1060,Lorenzo Colombo,20.0,0.0,Summer,2022/2023,Lecce,lorenzo-colombo02
1064,Joaquín Correa,27.0,23600000.0,Summer,2022/2023,Inter,joaquin-correa94
1065,Alessio Romagnoli,27.0,0.0,Summer,2022/2023,Lazio,alessio-romagnoli95
1068,Leroy Abanda,22.0,0.0,Summer,2022/2023,R.F.C. Seraing,leroy-abanda00
1076,Divock Origi,27.0,0.0,Summer,2022/2023,Milan,divock-origi95
1077,Aster Vranckx,19.0,2000000.0,Summer,2022/2023,Milan,aster-vranckx02
1078,Alessandro Florenzi,31.0,2700000.0,Summer,2022/2023,Milan,alessandro-florenzi91
1079,Junior Messias,31.0,4500000.0,Summer,2022/2023,Milan,junior-messias91
1080,Malick Thiaw,21.0,7000000.0,Summer,2022/2023,Milan,malick-thiaw01
1081,Charles De Ketelaere,21.0,32000000.0,Summer,2022/2023,Milan,charles-de-ketelaere01
1083,Kristjan Asllani,20.0,4000000.0,Summer,2022/2023,Inter,kristjan-asllani02
1084,Raoul Bellanova,22.0,3000000.0,Summer,2022/2023,Inter,raoul-bellanova00
1090,Zinho Vanheusden,22.0,0.0,Summer,2022/2023,AZ Alkmaar,zinho-vanheusden99
1091,Valentino Lazaro,26.0,0.0,Summer,2022/2023,Torino,valentino-lazaro96
1092,Andrea Pinamonti,23.0,0.0,Summer,2022/2023,Sassuolo,andrea-pinamonti99
1101,Henrikh Mkhitaryan,33.0,0.0,Summer,2022/2023,Inter,henrikh-mkhitaryan89
1103,Ivan Perisic,33.0,0.0,Summer,2022/2023,Tottenham,ivan-perisic89
1104,Matías Vecino,30.0,0.0,Summer,2022/2023,Lazio,matias-vecino91
1108,Lorenzo Pirola,20.0,900000.0,Summer,2022/2023,Salernitana,lorenzo-pirola02
1110,Michele Di Gregorio,24.0,4000000.0,Summer,2022/2023,Monza,michele-di-gregorio97
1111,Valentín Carboni,17.0,0.0,Summer,2022/2023,Inter,valentin-carboni05
1113,Mattia Zanotti,19.0,0.0,Summer,2022/2023,Inter,mattia-zanotti03
1114,Francesco Acerbi,34.0,0.0,Summer,2022/2023,Inter,francesco-acerbi88
1115,André Onana,26.0,0.0,Summer,2022/2023,Inter,andre-onana96
1117,Luís Maximiano,23.0,10100000.0,Summer,2022/2023,Lazio,luis-maximiano99
1128,Jacob Rasmussen,25.0,0.0,Summer,2022/2023,Feyenoord,jacob-rasmussen97
1141,Federico Chiesa,24.0,40000000.0,Summer,2022/2023,Juventus,federico-chiesa97
1142,Alessandro Bianco,19.0,0.0,Summer,2022/2023,Fiorentina,alessandro-bianco02
1146,Rolando Mandragora,25.0,8199999.999999999,Summer,2022/2023,Fiorentina,rolando-mandragora97
1147,Dodô,23.0,14500000.0,Summer,2022/2023,Fiorentina,dodo98
1149,Ainsley Maitland-Niles,24.0,0.0,Summer,2022/2023,Arsenal,ainsley-maitland-niles97
1153,Marcos Antônio,22.0,7500000.0,Summer,2022/2023,Lazio,marcos-antonio00
1162,Jérémie Boga,25.0,22000000.0,Summer,2022/2023,Atalanta,jeremie-boga97
1172,Rodrigo Guth,21.0,1000000.0,Summer,2022/2023,Fortuna Sittard,rodrigo-guth00
1179,Cristian Romero,24.0,50000000.0,Summer,2022/2023,Tottenham,cristian-romero98
1182,Brandon Soppy,20.0,9000000.0,Summer,2022/2023,Atalanta,brandon-soppy02
1183,Rasmus Höjlund,19.0,17000000.0,Summer,2022/2023,Atalanta,rasmus-hojlund03
1190,Luiz Felipe,25.0,0.0,Summer,2022/2023,Betis,luiz-felipe97
1193,Bobby Adekanye,23.0,0.0,Summer,2022/2023,Go Ahead Eag,bobby-adekanye99
1199,Sofian Kiyine,24.0,0.0,Summer,2022/2023,OH Leuven,sofian-kiyine97
1211,Vedat Muriqi,28.0,7700000.0,Summer,2022/2023,Mallorca,vedat-muriqi94
1213,Marco Bertini,19.0,0.0,Summer,2022/2023,Lazio,marco-bertini02
