,Player,player_code,Squad,90s,sub_position,Based
327,Lorenzo Pellegrini,lorenzo-pellegrini96,Roma,28.3,Attacking Midfield,Serie A
328,Luca Pellegrini,luca-pellegrini99,Lazio,2.0,Left-Back,Serie A
329,Roberto Pereyra,roberto-pereyra91,Udinese,31.3,Central Midfield,Serie A
330,Nehuén Pérez,nehuen-perez00,Udinese,31.3,Centre-Back,Serie A
331,Matteo Pessina,matteo-pessina97,Monza,32.6,Central Midfield,Serie A
332,Andrea Petagna,andrea-petagna95,Monza,18.5,Centre-Forward,Serie A
333,Giuseppe Pezzella,giuseppe-pezzella97,Lecce,10.2,Left-Back,Serie A
334,Krzysztof Piątek,krzysztof-piątek95,Salernitana,23.8,Centre-Forward,Serie A
335,Roberto Piccoli,roberto-piccoli01,Empoli,5.7,Centre-Forward,Serie A
336,Charles Pickel,charles-pickel97,Cremonese,27.6,Defensive Midfield,Serie A
337,Andrea Pinamonti,andrea-pinamonti99,Sassuolo,24.0,Centre-Forward,Serie A
338,Lorenzo Pirola,lorenzo-pirola02,Salernitana,21.6,Centre-Back,Serie A
339,Marko Pjaca,marko-pjaca95,Empoli,5.8,Left Winger,Serie A
340,Tommaso Pobega,tommaso-pobega99,Milan,9.8,Central Midfield,Serie A
341,Paul Pogba,paul-pogba93,Juventus,1.2,Central Midfield,Serie A
342,Matteo Politano,matteo-politano93,Napoli,13.0,Right Winger,Serie A
343,Marin Pongračić,marin-pongracic97,Lecce,8.8,Centre-Back,Serie A
344,Stefan Posch,stefan-posch97,Bologna,28.1,Centre-Back,Serie A
345,Ignacio Pussetto,ignacio-pussetto95,Sampdoria,1.7,Right Winger,Serie A
346,Niklas Pyyhtiä,niklas-pyyhtia03,Bologna,1.2,Central Midfield,Serie A
347,Fabio Quagliarella,fabio-quagliarella83,Sampdoria,8.9,Centre-Forward,Serie A
348,Giacomo Quagliata,giacomo-quagliata00,Cremonese,7.8,Left-Back,Serie A
349,Adrien Rabiot,adrien-rabiot95,Juventus,30.5,Central Midfield,Serie A
350,Nemanja Radonjić,nemanja-radonjic96,Torino,16.2,Left Winger,Serie A
351,Ștefan Radu,stefan-radu86,Lazio,0.0,Left-Back,Serie A
352,Antonio Raimondo,antonio-raimondo04,Bologna,0.2,Centre-Forward,Serie A
353,Luca Ranieri,luca-ranieri99,Fiorentina,5.6,Centre-Back,Serie A
354,Filippo Ranocchia,filippo-ranocchia01,Monza,5.9,Central Midfield,Serie A
355,Giacomo Raspadori,giacomo-raspadori00,Napoli,10.1,Second Striker,Serie A
356,Ante Rebić,ante-rebic93,Milan,10.9,Left Winger,Serie A
357,Arkadiusz Reca,arkadiusz-reca95,Spezia,24.1,Left-Back,Serie A
358,Samuele Ricci,samuele-ricci01,Torino,23.0,Defensive Midfield,Serie A
359,Tomás Rincón,tomas-rincon88,Sampdoria,28.4,Defensive Midfield,Serie A
360,Ricardo Rodríguez,ricardo-rodriguez92,Torino,29.7,Centre-Back,Serie A
361,Rogério,rogerio98,Sassuolo,33.3,Left-Back,Serie A
362,Filippo Romagna,filippo-romagna97,Sassuolo,0.5,Centre-Back,Serie A
363,Alessio Romagnoli,alessio-romagnoli95,Lazio,32.5,Centre-Back,Serie A
364,Simone Romagnoli,simone-romagnoli90,Lecce,1.9,Centre-Back,Serie A
365,Luka Romero,luka-romero04,Lazio,1.7,Right Winger,Serie A
366,Marten de Roon,marten-de-roon91,Atalanta,32.9,Defensive Midfield,Serie A
367,Nicolò Rovella,nicolo-rovella01,Monza,19.3,Defensive Midfield,Serie A
368,Amir Rrahmani,amir-rrahmani94,Napoli,27.2,Centre-Back,Serie A
369,Daniele Rugani,daniele-rugani94,Juventus,6.3,Centre-Back,Serie A
370,Matteo Ruggeri,matteo-ruggeri02,Atalanta,9.2,Left-Back,Serie A
371,Mário Rui,mario-rui91,Napoli,19.4,Left-Back,Serie A
372,Abdelhamid Sabiri,abdelhamid-sabiri96,Sampdoria,11.9,Attacking Midfield,Serie A
373,Alexis Saelemaekers,alexis-saelemaekers99,Milan,15.6,Right Winger,Serie A
374,Jacopo Sala,jacopo-sala91,Spezia,1.2,Central Midfield,Serie A
375,Lazar Samardzic,lazar-samardzic02,Udinese,20.5,Attacking Midfield,Serie A
376,Junior Sambia,junior-sambia96,Salernitana,7.7,Right-Back,Serie A
377,Antonio Sanabria,antonio-sanabria96,Torino,27.0,Centre-Forward,Serie A
378,Alex Sandro,alex-sandro91,Juventus,19.9,Left-Back,Serie A
379,Nicola Sansone,nicola-sansone91,Bologna,8.2,Left Winger,Serie A
380,Riccardo Saponara,riccardo-saponara91,Fiorentina,13.4,Attacking Midfield,Serie A
381,Martin Satriano,martin-satriano01,Empoli,18.9,Centre-Forward,Serie A
382,Giorgio Scalvini,giorgio-scalvini03,Atalanta,25.9,Centre-Back,Serie A
383,Jerdy Schouten,jerdy-schouten97,Bologna,27.9,Defensive Midfield,Serie A
384,Perr Schuurs,perr-schuurs99,Torino,25.8,Centre-Back,Serie A
385,Demba Seck,demba-seck01,Torino,5.8,Right Winger,Serie A
386,Vivaldo Semedo,vivaldo-semedo05,Udinese,0.4,Centre-Forward,Serie A
387,Stefano Sensi,stefano-sensi95,Monza,18.0,Central Midfield,Serie A
388,Leonardo Sernicola,leonardo-sernicola97,Cremonese,25.7,Right-Back,Serie A
389,Stephan El Shaarawy,stephan-el-shaarawy92,Roma,16.9,Left Winger,Serie A
390,Eldor Shomurodov,eldor-shomurodov95,Spezia,9.0,Centre-Forward,Serie A
391,Giovanni Simeone,giovanni-simeone95,Napoli,4.5,Centre-Forward,Serie A
392,Leo Skiri Østigård,leo-skiri-ostigard99,Napoli,4.7,Centre-Back,Serie A
393,Milan Škriniar,milan-skriniar95,Inter,19.7,Centre-Back,Serie A
394,Chris Smalling,chris-smalling89,Roma,31.2,Centre-Back,Serie A
395,Ola Solbakken,ola-solbakken98,Roma,5.6,Right Winger,Serie A
396,Brandon Soppy,brandon-soppy02,Atalanta,7.1,Right-Back,Serie A
397,Roberto Soriano,roberto-soriano91,Bologna,14.7,Attacking Midfield,Serie A
398,Joaquin Sosa,joaquin-sosa02,Bologna,7.6,Centre-Back,Serie A
399,Riccardo Sottil,riccardo-sottil99,Fiorentina,9.3,Left Winger,Serie A
400,Matìas Soulé,matias-soule03,Juventus,4.7,Right Winger,Serie A
401,Adama Soumaoro,adama-soumaoro92,Bologna,20.7,Centre-Back,Serie A
402,Leonardo Spinazzola,leonardo-spinazzola93,Roma,18.4,Left-Back,Serie A
403,Petar Stojanović,petar-stojanovic95,Empoli,17.0,Right-Back,Serie A
404,Gabriel Strefezza,gabriel-strefezza97,Lecce,27.1,Right Winger,Serie A
405,Isaac Success,isaac-success96,Udinese,20.2,Centre-Forward,Serie A
406,Ibrahim Sulemana,ibrahim-sulemana03,Hellas Verona,7.2,Defensive Midfield,Serie A
407,Benjamin Tahirovic,benjamin-tahirovic03,Roma,3.9,Central Midfield,Serie A
408,Adrien Tameze,adrien-tameze94,Hellas Verona,33.7,Defensive Midfield,Serie A
409,Filippo Terracciano,filippo-terracciano03,Hellas Verona,9.1,Right Midfield,Serie A
410,Aleksa Terzić,aleksa-terzic99,Fiorentina,10.4,Left-Back,Serie A
411,Florian Thauvin,florian-thauvin93,Udinese,6.1,Right Winger,Serie A
412,Malick Thiaw,malick-thiaw01,Milan,15.1,Centre-Back,Serie A
413,Kristian Thorstvedt,kristian-thorstvedt99,Sassuolo,12.6,Attacking Midfield,Serie A
414,Jeremy Toljan,jeremy-toljan94,Sassuolo,29.7,Right-Back,Serie A
415,Rafael Tolói,rafael-toloi90,Atalanta,30.9,Centre-Back,Serie A
416,Fikayo Tomori,fikayo-tomori97,Milan,30.7,Centre-Back,Serie A
417,Sandro Tonali,sandro-tonali00,Milan,30.1,Defensive Midfield,Serie A
418,Lorenzo Tonelli,lorenzo-tonelli90,Empoli,0.2,Centre-Back,Serie A
419,William Troost-Ekong,william-troost-ekong93,Salernitana,4.9,Centre-Back,Serie A
420,Frank Tsadjout,frank-tsadjout99,Cremonese,11.7,Centre-Forward,Serie A
421,Alessandro Tuia,alessandro-tuia90,Lecce,5.7,Centre-Back,Serie A
422,Destiny Udogie,destiny-udogie02,Udinese,30.0,Left-Back,Serie A
423,Samuel Umtiti,samuel-umtiti93,Lecce,23.5,Centre-Back,Serie A
424,Diego Valencia,diego-valencia00,Salernitana,2.6,Centre-Forward,Serie A
425,Emanuele Valeri,emanuele-valeri98,Cremonese,30.9,Left-Back,Serie A
426,Mattia Valoti,mattia-valoti93,Monza,5.0,Central Midfield,Serie A
427,Johan Vásquez,johan-vasquez98,Cremonese,20.1,Centre-Back,Serie A
428,Matías Vecino,matias-vecino91,Lazio,18.8,Central Midfield,Serie A
429,Miguel Veloso,miguel-veloso86,Hellas Verona,12.9,Defensive Midfield,Serie A
430,Lorenzo Venuti,lorenzo-venuti95,Fiorentina,10.3,Right-Back,Serie A
431,Daniele Verde,daniele-verde96,Spezia,11.1,Right Winger,Serie A
432,Simone Verdi,simone-verdi92,Hellas Verona,12.2,Attacking Midfield,Serie A
433,Ronaldo Vieira,ronaldo-vieira98,Torino,0.2,Central Midfield,Serie A
434,Emanuel Vignato,emanuel-vignato00,Empoli,0.6,Right Winger,Serie A
435,Samuele Vignato,samuele-vignato04,Monza,0.7,Attacking Midfield,Serie A
436,Tonny Vilhena,tonny-vilhena95,Salernitana,25.2,Central Midfield,Serie A
437,Dušan Vlahović,dusan-vlahovic00,Juventus,21.4,Centre-Forward,Serie A
438,Nikola Vlašić,nikola-vlasic97,Torino,30.3,Attacking Midfield,Serie A
439,Joel Voelkerling Persson,joel-voelkerling-persson03,Lecce,1.1,Centre-Forward,Serie A
440,Mërgim Vojvoda,mergim-vojvoda95,Torino,19.1,Right-Back,Serie A
441,Cristian Volpato,cristian-volpato03,Roma,2.5,Attacking Midfield,Serie A
442,Lukáš Vorlický,lukas-vorlicky02,Atalanta,0.3,Left Winger,Serie A
443,Aster Vranckx,aster-vranckx02,Milan,2.7,Central Midfield,Serie A
444,Stefan de Vrij,stefan-de-vrij92,Inter,21.6,Centre-Back,Serie A
445,Walace,walace95,Udinese,35.4,Defensive Midfield,Serie A
446,Sebastian Walukiewicz,sebastian-walukiewicz00,Empoli,6.7,Centre-Back,Serie A
447,Georginio Wijnaldum,georginio-wijnaldum90,Roma,8.5,Central Midfield,Serie A
448,Harry Winks,harry-winks96,Sampdoria,19.1,Defensive Midfield,Serie A
449,Przemysław Wiśniewski,przemyslaw-wisniewski98,Spezia,11.1,Centre-Back,Serie A
450,Gerard Yepes,gerard-yepes02,Sampdoria,2.2,Defensive Midfield,Serie A
451,Mattia Zaccagni,mattia-zaccagni95,Lazio,30.8,Left Winger,Serie A
452,Nicola Zalewski,nicola-zalewski02,Roma,24.4,Left Midfield,Serie A
453,Andre-Frank Zambo Anguissa,andre-frank-zambo-anguissa95,Napoli,33.9,Central Midfield,Serie A
454,Alessandro Zanoli,alessandro-zanoli00,Sampdoria,17.1,Right-Back,Serie A
455,Mattia Zanotti,mattia-zanotti03,Inter,0.3,Right-Back,Serie A
456,Duván Zapata,duvan-zapata91,Atalanta,15.4,Centre-Forward,Serie A
457,Davide Zappacosta,davide-zappacosta92,Atalanta,16.3,Right-Back,Serie A
458,Karim Zedadka,karim-zedadka00,Napoli,0.2,Left Midfield,Serie A
459,Deyovaisio Zeefuik,deyovaisio-zeefuik98,Hellas Verona,0.1,Right-Back,Serie A
460,Marvin Zeegelaar,marvin-zeegelaar90,Udinese,3.9,Left-Back,Serie A
461,Alessio Zerbin,alessio-zerbin99,Napoli,2.2,Left Winger,Serie A
462,Piotr Zieliński,piotr-zielinski94,Napoli,25.4,Central Midfield,Serie A
463,David Zima,david-zima00,Torino,4.5,Centre-Back,Serie A
464,Joshua Zirkzee,joshua-zirkzee01,Bologna,9.1,Centre-Forward,Serie A
465,Nadir Zortea,nadir-zortea99,Sassuolo,7.3,Right-Back,Serie A
466,Szymon Żurkowski,szymon-zurkowski97,Spezia,4.7,Central Midfield,Serie A
467,Milan Đurić,milan-duric90,Hellas Verona,15.2,Centre-Forward,Serie A
468,Filip Đuričić,filip-duricic92,Sampdoria,24.1,Attacking Midfield,Serie A
469,Paxten Aaronson,paxten-aaronson03,Eint Frankfurt,1.9,Attacking Midfield,Bundesliga
470,Sargis Adamyan,sargis-adamyan93,Köln,7.2,Centre-Forward,Bundesliga
471,Karim Adeyemi,karim-adeyemi02,Dortmund,15.4,Left Winger,Bundesliga
472,Amine Adli,amine-adli00,Leverkusen,15.9,Left Winger,Bundesliga
473,Felix Agu,felix-agu99,Werder Bremen,0.5,Right-Back,Bundesliga
474,Ludovic Ajorque,ludovic-ajorque94,Mainz 05,13.5,Centre-Forward,Bundesliga
475,Kevin Akpoguma,kevin-akpoguma95,Hoffenheim,21.7,Centre-Back,Bundesliga
476,Lucas Alario,lucas-alario92,Eint Frankfurt,3.7,Centre-Forward,Bundesliga
477,Faride Alidou,faride-alidou01,Eint Frankfurt,2.0,Left Winger,Bundesliga
478,Éder Álvarez Balanta,eder-alvarez-balanta93,Schalke 04,2.6,Defensive Midfield,Bundesliga
479,Nadiem Amiri,nadiem-amiri96,Leverkusen,10.9,Central Midfield,Bundesliga
480,Robert Andrich,robert-andrich94,Leverkusen,26.7,Defensive Midfield,Bundesliga
481,Angeliño,angelino97,Hoffenheim,29.1,Left-Back,Bundesliga
482,Waldemar Anton,waldemar-anton96,Stuttgart,32.6,Centre-Back,Bundesliga
483,Christopher Antwi-Adjei,christopher-antwi-adjei94,Bochum,22.0,Left Winger,Bundesliga
484,Maximilian Arnold,maximilian-arnold94,Wolfsburg,30.7,Central Midfield,Bundesliga
485,Takuma Asano,takuma-asano94,Bochum,19.0,Right Winger,Bundesliga
486,Fisnik Asllani,fisnik-asllani02,Hoffenheim,1.9,Centre-Forward,Bundesliga
487,Mehmet Aydin,mehmet-aydin02,Schalke 04,6.3,Right-Back,Bundesliga
488,Ayman Azhil,ayman-azhil01,Leverkusen,0.0,Defensive Midfield,Bundesliga
489,Sardar Azmoun,sardar-azmoun95,Leverkusen,10.3,Centre-Forward,Bundesliga
490,Sanoussy Ba,sanoussy-ba04,RB Leipzig,0.0,Left-Back,Bundesliga
491,Mitchel Bakker,mitchel-bakker00,Leverkusen,18.4,Left-Back,Bundesliga
492,Ridle Baku,ridle-baku98,Wolfsburg,28.7,Right-Back,Bundesliga
493,Aymen Barkok,aymen-barkok98,Mainz 05,6.5,Central Midfield,Bundesliga
494,Leandro Barreiro Martins,leandro-barreiro-martins00,Mainz 05,23.8,Central Midfield,Bundesliga
495,Gil Bastião Dias,gil-bastiao-dias96,Stuttgart,4.4,Right Winger,Bundesliga
496,Maximilian Bauer,maximilian-bauer00,Augsburg,20.5,Centre-Back,Bundesliga
497,Timo Baumgartl,timo-baumgartl96,Union Berlin,6.2,Centre-Back,Bundesliga
498,Julian Baumgartlinger,julian-baumgartlinger88,Augsburg,6.2,Defensive Midfield,Bundesliga
499,Christoph Baumgartner,christoph-baumgartner99,Hoffenheim,28.5,Attacking Midfield,Bundesliga
500,Noah Joel Sarenren Bazee,noah-joel-sarenren-bazee96,Augsburg,0.2,Right Winger,Bundesliga
501,Ihlas Bebou,ihlas-bebou94,Hoffenheim,15.7,Centre-Forward,Bundesliga
502,Sheraldo Becker,sheraldo-becker95,Union Berlin,28.4,Second Striker,Bundesliga
503,Kevin Behrens,kevin-behrens91,Union Berlin,17.1,Centre-Forward,Bundesliga
504,Stefan Bell,stefan-bell91,Mainz 05,26.6,Centre-Back,Bundesliga
505,Karim Bellarabi,karim-bellarabi90,Leverkusen,0.9,Right Winger,Bundesliga
506,Jude Bellingham,jude-bellingham03,Dortmund,29.9,Central Midfield,Bundesliga
507,Ramy Bensebaini,ramy-bensebaini95,M'Gladbach,27.6,Left-Back,Bundesliga
508,Mergim Berisha,mergim-berisha98,Augsburg,18.7,Centre-Forward,Bundesliga
509,Ermin Bičakčić,ermin-bicakcic90,Hoffenheim,2.9,Centre-Back,Bundesliga
510,Tom Bischof,tom-bischof05,Hoffenheim,3.5,Attacking Midfield,Bundesliga
511,Leonardo Bittencourt,leonardo-bittencourt93,Werder Bremen,18.1,Attacking Midfield,Bundesliga
512,Daley Blind,daley-blind90,Bayern Munich,1.5,Left-Back,Bundesliga
513,Kevin-Prince Boateng,kevin-prince-boateng87,Hertha BSC,5.2,Attacking Midfield,Bundesliga
514,Jean-Paul Boëtius,jean-paul-boetius94,Hertha BSC,11.7,Attacking Midfield,Bundesliga
515,Yvandro Borges Sanches,yvandro-borges-sanches04,M'Gladbach,0.3,Left Winger,Bundesliga
516,Sebastiaan Bornauw,sebastiaan-bornauw99,Wolfsburg,21.4,Centre-Back,Bundesliga
517,Rafael Borré,rafael-borre95,Eint Frankfurt,12.0,Centre-Forward,Bundesliga
518,Julian Brandt,julian-brandt96,Dortmund,26.6,Attacking Midfield,Bundesliga
519,John Brooks,john-brooks93,Hoffenheim,15.0,Centre-Back,Bundesliga
520,Moritz Broschinski,moritz-broschinski00,Bochum,2.4,Centre-Forward,Bundesliga
521,Cédric Brunner,cedric-brunner94,Schalke 04,25.7,Right-Back,Bundesliga
522,Jacob Bruun Larsen,jacob-bruun-larsen98,Hoffenheim,3.6,Left Winger,Bundesliga
523,Lee Buchanan,lee-buchanan01,Werder Bremen,5.2,Left-Back,Bundesliga
524,Marius Bülter,marius-bulter93,Schalke 04,28.9,Left Winger,Bundesliga
525,Delano Burgzorg,delano-burgzorg98,Mainz 05,2.7,Left Winger,Bundesliga
526,Jonathan Burkardt,jonathan-burkardt00,Mainz 05,5.9,Centre-Forward,Bundesliga
527,Aurélio Buta,aurelio-buta97,Eint Frankfurt,14.6,Right-Back,Bundesliga
528,Jamie Bynoe-Gittens,jamie-bynoe-gittens04,Dortmund,5.9,Left Winger,Bundesliga
529,Anthony Caci,anthony-caci97,Mainz 05,22.6,Left-Back,Bundesliga
530,Daniel Caligiuri,daniel-caligiuri88,Augsburg,3.2,Right Winger,Bundesliga
531,Emre Can,emre-can94,Dortmund,21.1,Defensive Midfield,Bundesliga
532,João Cancelo,joao-cancelo94,Bayern Munich,11.2,Right-Back,Bundesliga
533,Irvin Cardona,irvin-cardona97,Augsburg,3.5,Centre-Forward,Bundesliga
534,Julian Chabot,julian-chabot98,Köln,20.0,Centre-Back,Bundesliga
535,Timothy Chandler,timothy-chandler90,Eint Frankfurt,1.0,Right-Back,Bundesliga
536,Fabio Chiarodia,fabio-chiarodia05,Werder Bremen,0.7,Centre-Back,Bundesliga
537,Tolga Ciğerci,tolga-cigerci92,Hertha BSC,7.5,Defensive Midfield,Bundesliga
538,David Čolina,david-colina00,Augsburg,1.8,Left-Back,Bundesliga
539,Kingsley Coman,kingsley-coman96,Bayern Munich,15.7,Left Winger,Bundesliga
540,Danny da Costa,danny-da-costa93,Mainz 05,13.7,Right-Back,Bundesliga
541,Soumaïla Coulibaly,soumaila-coulibaly03,Dortmund,0.5,Centre-Back,Bundesliga
542,Tanguy Coulibaly,tanguy-coulibaly01,Stuttgart,3.6,Right Winger,Bundesliga
543,Nicolas Cozza,nicolas-cozza99,Wolfsburg,1.1,Left-Back,Bundesliga
544,Moanes Dabbur,moanes-dabbur92,Hoffenheim,10.4,Centre-Forward,Bundesliga
545,Mahmoud Dahoud,mahmoud-dahoud96,Dortmund,3.7,Central Midfield,Bundesliga
546,Muhammed Damar,muhammed-damar04,Hoffenheim,1.8,Attacking Midfield,Bundesliga
547,Márton Dárdai,marton-dardai02,Hertha BSC,10.5,Centre-Back,Bundesliga
548,Alphonso Davies,alphonso-davies00,Bayern Munich,22.7,Left-Back,Bundesliga
549,Thomas Delaney,thomas-delaney91,Hoffenheim,3.3,Central Midfield,Bundesliga
550,Kerem Demirbay,kerem-demirbay93,Leverkusen,17.2,Central Midfield,Bundesliga
551,Ermedin Demirović,ermedin-demirovic98,Augsburg,26.3,Centre-Forward,Bundesliga
552,Sepp van den Berg,sepp-van-den-berg01,Schalke 04,7.7,Centre-Back,Bundesliga
553,Moussa Diaby,moussa-diaby99,Leverkusen,30.0,Right Winger,Bundesliga
554,Abdou Diallo,abdou-diallo96,RB Leipzig,5.3,Centre-Back,Bundesliga
555,Justin Diehl,justin-diehl04,Köln,0.2,Second Striker,Bundesliga
556,Florian Dietz,florian-dietz98,Köln,4.4,Centre-Forward,Bundesliga
557,Junior Dina Ebimbe,junior-dina-ebimbe00,Eint Frankfurt,11.8,Right Midfield,Bundesliga
558,Eren Dinkçi,eren-dinkci01,Werder Bremen,2.6,Centre-Forward,Bundesliga
559,Ritsu Doan,ritsu-doan98,Freiburg,26.9,Right Winger,Bundesliga
560,Danilho Doekhi,danilho-doekhi98,Union Berlin,24.6,Centre-Back,Bundesliga
561,Kasper Dolberg,kasper-dolberg97,Hoffenheim,4.5,Centre-Forward,Bundesliga
562,Niklas Dorsch,niklas-dorsch98,Augsburg,5.4,Defensive Midfield,Bundesliga
563,Dion Drena Beljo,dion-drena-beljo02,Augsburg,12.5,Centre-Forward,Bundesliga
564,Dominick Drexler,dominick-drexler90,Schalke 04,15.2,Attacking Midfield,Bundesliga
565,Marvin Ducksch,marvin-ducksch94,Werder Bremen,31.7,Centre-Forward,Bundesliga
566,Julien Duranville,julien-duranville06,Dortmund,0.3,Right Winger,Bundesliga
567,Maximilian Eggestein,maximilian-eggestein96,Freiburg,27.2,Central Midfield,Bundesliga
568,Lilian Egloff,lilian-egloff02,Stuttgart,2.7,Attacking Midfield,Bundesliga
569,Julian Eitschberger,julian-eitschberger04,Hertha BSC,0.0,Right-Back,Bundesliga
570,Chidera Ejuke,chidera-ejuke98,Hertha BSC,9.9,Left Winger,Bundesliga
571,Nico Elvedi,nico-elvedi96,M'Gladbach,31.4,Centre-Back,Bundesliga
572,Wataru Endo,wataru-endo93,Stuttgart,32.5,Defensive Midfield,Bundesliga
573,Arne Engels,arne-engels03,Augsburg,16.0,Central Midfield,Bundesliga
574,Kimberly Ezekwem,kimberly-ezekwem01,Freiburg,0.1,Left-Back,Bundesliga
575,Ohis Felix Uduokhai,ohis-felix-uduokhai97,Augsburg,16.1,Centre-Back,Bundesliga
576,Edimilson Fernandes,edimilson-fernandes96,Mainz 05,27.1,Central Midfield,Bundesliga
577,Kilian Fischer,kilian-fischer00,Wolfsburg,5.6,Right-Back,Bundesliga
578,Emil Forsberg,emil-forsberg91,RB Leipzig,16.5,Attacking Midfield,Bundesliga
579,Philipp Förster,philipp-forster95,Bochum,14.5,Attacking Midfield,Bundesliga
580,Timothy Fosu-Mensah,timothy-fosu-mensah98,Leverkusen,2.1,Right-Back,Bundesliga
581,Bartol Franjić,bartol-franjic00,Wolfsburg,2.5,Defensive Midfield,Bundesliga
582,Oscar Fraulo,oscar-fraulo03,M'Gladbach,0.1,Central Midfield,Bundesliga
583,Michael Frey,michael-frey94,Schalke 04,9.6,Centre-Forward,Bundesliga
584,Marco Friedl,marco-friedl98,Werder Bremen,28.8,Centre-Back,Bundesliga
585,Marvin Friedrich,marvin-friedrich95,M'Gladbach,13.9,Centre-Back,Bundesliga
586,Jeremie Frimpong,jeremie-frimpong00,Leverkusen,30.1,Right-Back,Bundesliga
587,Chris Führich,chris-fuhrich98,Stuttgart,20.9,Right Winger,Bundesliga
588,Niclas Füllkrug,niclas-fullkrug93,Werder Bremen,27.5,Centre-Forward,Bundesliga
589,Cristian Gamboa,cristian-gamboa89,Bochum,16.4,Right-Back,Bundesliga
590,Silvère Ganvoula M'Boussy,silvere-ganvoula-mboussy96,Bochum,2.7,Centre-Forward,Bundesliga
591,Dennis Geiger,dennis-geiger98,Hoffenheim,21.7,Central Midfield,Bundesliga
592,Yannick Gerhardt,yannick-gerhardt94,Wolfsburg,20.7,Central Midfield,Bundesliga
593,Niko Gießelmann,niko-gieselmann91,Union Berlin,14.5,Left-Back,Bundesliga
594,Matthias Ginter,matthias-ginter94,Freiburg,34.0,Centre-Back,Bundesliga
595,Serge Gnabry,serge-gnabry95,Bayern Munich,21.6,Right Winger,Bundesliga
596,Jacek Góralski,jacek-goralski92,Bochum,1.6,Defensive Midfield,Bundesliga
597,Leon Goretzka,leon-goretzka95,Bayern Munich,19.2,Central Midfield,Bundesliga
598,Mario Götze,mario-gotze92,Eint Frankfurt,30.4,Attacking Midfield,Bundesliga
599,Jeffrey Gouweleeuw,jeffrey-gouweleeuw91,Augsburg,31.1,Centre-Back,Bundesliga
600,Ryan Gravenberch,ryan-gravenberch02,Bayern Munich,6.4,Central Midfield,Bundesliga
601,Michael Gregoritsch,michael-gregoritsch94,Freiburg,23.9,Centre-Forward,Bundesliga
602,Leo Greiml,leo-greiml01,Schalke 04,4.0,Centre-Back,Bundesliga
603,Vincenzo Grifo,vincenzo-grifo93,Freiburg,26.8,Left Winger,Bundesliga
604,Christian Groß,christian-gros89,Werder Bremen,21.0,Defensive Midfield,Bundesliga
605,Brajan Gruda,brajan-gruda04,Mainz 05,0.0,Right Winger,Bundesliga
606,Ilia Gruev,ilia-gruev00,Werder Bremen,17.6,Defensive Midfield,Bundesliga
607,Raphaël Guerreiro,raphael-guerreiro93,Dortmund,25.4,Left-Back,Bundesliga
608,Josuha Guilavogui,josuha-guilavogui90,Wolfsburg,13.1,Defensive Midfield,Bundesliga
609,Serhou Guirassy,serhou-guirassy96,Stuttgart,18.3,Centre-Forward,Bundesliga
610,Manuel Gulde,manuel-gulde91,Freiburg,7.1,Centre-Back,Bundesliga
611,Robert Gumny,robert-gumny98,Augsburg,22.4,Right-Back,Bundesliga
612,Christian Günter,christian-gunter93,Freiburg,30.5,Left-Back,Bundesliga
613,Joško Gvardiol,josko-gvardiol02,RB Leipzig,24.1,Centre-Back,Bundesliga
614,Janik Haberer,janik-haberer94,Union Berlin,24.3,Central Midfield,Bundesliga
615,Alexander Hack,alexander-hack93,Mainz 05,12.6,Centre-Back,Bundesliga
